,City,Latitude,Longitude,Date,Month,Year,Season,Temperature_(°C)_Max,Temperature_(°C)_Avg,Temperature_(°C)_Min,Humidity_(%)_Max,Humidity_(%)_Avg,Humidity_(%)_Min,Wind_Speed_(kph)_Max,Wind_Speed_(kph)_Avg,Wind_Speed_(kph)_Min,Pressure_(hPa)_Max
186,Elche,38.2851,-0.5625,2002-07-06,July,2002,summer,27.2,21.7,13.771570831389308,88.0,71.8,0.0,22.5,10.5,1.6,1006.9009032629168
187,Elche,38.2851,-0.5625,2002-07-07,July,2002,summer,27.2,24.2,21.1,88.0,72.1,57.0,25.7,15.4,3.2,1013.0
188,Elche,38.2851,-0.5625,2002-07-08,July,2002,summer,27.8,24.2,18.9,83.0,67.0,42.0,20.9,9.2,0.0,1013.0
189,Elche,38.2851,-0.5625,2002-07-09,July,2002,summer,30.0,25.8,21.1,89.0,69.5,51.0,20.9,8.5,0.0,1009.0
190,Elche,38.2851,-0.5625,2002-07-10,July,2002,summer,30.0,26.3,20.0,94.0,61.5,31.0,25.7,9.7,0.0,1009.0
191,Elche,38.2851,-0.5625,2002-07-11,July,2002,summer,27.2,24.9,21.1,83.0,71.3,61.0,22.5,12.6,1.6,1013.0
192,Elche,38.2851,-0.5625,2002-07-12,July,2002,summer,30.0,25.9,21.1,88.0,68.0,45.0,16.1,7.6,0.0,1013.0
193,Elche,38.2851,-0.5625,2002-07-13,July,2002,summer,28.9,24.4,17.514539488581693,94.0,70.7,0.0,35.4,12.6,0.0,1013.0
194,Elche,38.2851,-0.5625,2002-07-14,July,2002,summer,26.1,23.6,18.9,88.0,55.2,29.0,33.8,13.5,0.0,1013.0
195,Elche,38.2851,-0.5625,2002-07-15,July,2002,summer,27.8,23.0,17.2,73.0,51.3,28.0,19.3,9.8,0.0,1019.0
196,Elche,38.2851,-0.5625,2002-07-16,July,2002,summer,27.8,23.4,17.8,83.0,62.4,32.0,16.1,7.7,1.6,1013.0
197,Elche,38.2851,-0.5625,2002-07-17,July,2002,summer,27.8,24.1,18.9,83.0,60.2,44.0,22.5,9.5,1.6,1013.0
198,Elche,38.2851,-0.5625,2002-07-18,July,2002,summer,31.1,25.0,18.9,83.0,57.0,31.0,20.9,7.1,0.0,1013.0
199,Elche,38.2851,-0.5625,2002-07-19,July,2002,summer,32.2,26.1,18.9,94.0,48.5,21.0,16.1,8.4,0.0,1013.0
200,Elche,38.2851,-0.5625,2002-07-20,July,2002,summer,30.0,26.4,20.0,88.0,51.9,25.0,27.4,14.6,0.0,1013.0
201,Elche,38.2851,-0.5625,2002-07-21,July,2002,summer,30.0,26.3,22.2,83.0,60.9,37.0,19.3,9.3,0.0,1013.0
202,Elche,38.2851,-0.5625,2002-07-22,July,2002,summer,28.9,25.3,21.1,88.0,74.3,48.0,19.3,8.5,0.0,1013.0
203,Elche,38.2851,-0.5625,2002-07-23,July,2002,summer,35.0,26.9,17.511715213951696,88.0,41.8,0.0,35.4,17.7,0.0,1013.0
204,Elche,38.2851,-0.5625,2002-07-24,July,2002,summer,28.9,26.3,23.9,69.0,57.5,39.0,27.100852773787317,13.7,0.0,1016.0
205,Elche,38.2851,-0.5625,2002-07-25,July,2002,summer,30.0,24.8,17.36631124293312,78.0,59.6,0.0,16.1,8.4,0.0,1016.0
206,Elche,38.2851,-0.5625,2002-07-26,July,2002,summer,28.9,25.9,22.2,88.0,69.3,45.0,16.1,8.7,0.0,1013.0
207,Elche,38.2851,-0.5625,2002-07-27,July,2002,summer,28.9,25.8,22.8,83.0,67.3,51.0,16.1,9.7,1.6,1013.0
208,Elche,38.2851,-0.5625,2002-07-28,July,2002,summer,28.9,25.6,22.2,83.0,67.0,48.0,25.7,10.5,0.0,1013.0
209,Elche,38.2851,-0.5625,2002-07-29,July,2002,summer,30.0,25.9,20.0,78.0,54.3,28.0,19.3,7.9,0.0,1013.0
210,Elche,38.2851,-0.5625,2002-07-30,July,2002,summer,28.9,25.9,21.1,74.0,59.8,36.0,19.3,8.7,0.0,1009.0
211,Elche,38.2851,-0.5625,2002-07-31,July,2002,summer,28.9,24.9,18.334696143033497,83.0,64.6,0.0,20.9,11.7,0.0,1006.0
212,Elche,38.2851,-0.5625,2002-08-01,August,2002,summer,28.9,25.8,22.2,83.0,69.4,54.0,32.2,15.8,1.6,1009.0
213,Elche,38.2851,-0.5625,2002-08-02,August,2002,summer,27.8,26.3,25.0,78.0,70.9,62.0,24.1,15.8,4.8,1009.0
214,Elche,38.2851,-0.5625,2002-08-03,August,2002,summer,31.1,26.5,22.2,88.0,71.2,55.0,20.9,6.9,0.0,1009.0
215,Elche,38.2851,-0.5625,2002-08-04,August,2002,summer,28.9,25.8,22.2,88.0,72.9,55.0,19.3,8.2,0.0,1009.0
216,Elche,38.2851,-0.5625,2002-08-05,August,2002,summer,30.0,26.1,21.1,88.0,70.7,48.0,12.9,6.3,0.0,1009.0
217,Elche,38.2851,-0.5625,2002-08-06,August,2002,summer,32.2,27.3,22.2,83.0,57.5,20.0,22.5,13.0,0.0,1013.0
218,Elche,38.2851,-0.5625,2002-08-07,August,2002,summer,28.9,26.4,23.9,83.0,70.9,58.0,25.7,16.1,4.8,1013.0
219,Elche,38.2851,-0.5625,2002-08-08,August,2002,summer,27.8,25.2,22.2,83.0,67.7,54.0,24.1,12.6,0.0,1013.0
220,Elche,38.2851,-0.5625,2002-08-09,August,2002,summer,30.0,25.8,23.9,78.0,67.1,58.0,38.6,11.4,0.0,1009.0
221,Elche,38.2851,-0.5625,2002-08-10,August,2002,summer,30.0,24.8,22.8,83.0,69.0,27.0,22.5,10.6,1.6,1006.0
222,Elche,38.2851,-0.5625,2002-08-11,August,2002,summer,28.9,24.2,20.0,83.0,51.2,14.0,32.2,12.6,3.2,1013.0
223,Elche,38.2851,-0.5625,2002-08-12,August,2002,summer,32.2,26.3,18.9,78.0,53.0,27.0,20.9,8.4,0.0,1013.0
224,Elche,38.2851,-0.5625,2002-08-13,August,2002,summer,28.9,25.3,22.2,88.0,69.1,51.0,19.3,10.8,0.0,1013.0
225,Elche,38.2851,-0.5625,2002-08-14,August,2002,summer,28.9,25.1,20.0,83.0,69.3,55.0,19.3,7.6,0.0,1013.0
226,Elche,38.2851,-0.5625,2002-08-15,August,2002,summer,32.2,25.7,20.0,88.0,68.3,40.0,20.9,8.0,0.0,1013.0
227,Elche,38.2851,-0.5625,2002-08-16,August,2002,summer,28.9,25.9,23.9,83.0,71.7,58.0,16.1,7.6,0.0,1013.0
228,Elche,38.2851,-0.5625,2002-08-17,August,2002,summer,28.9,24.9,20.0,88.0,70.0,48.0,12.9,6.1,0.0,1013.0
229,Elche,38.2851,-0.5625,2002-08-18,August,2002,summer,30.0,25.4,20.0,88.0,69.8,43.0,19.3,8.0,0.0,1009.0
230,Elche,38.2851,-0.5625,2002-08-19,August,2002,summer,31.1,26.6,18.9,78.0,56.3,29.0,25.7,13.0,0.0,1009.0
231,Elche,38.2851,-0.5625,2002-08-20,August,2002,summer,30.0,26.6,22.2,88.0,71.6,55.0,19.3,8.5,0.0,1013.0
232,Elche,38.2851,-0.5625,2002-08-21,August,2002,summer,28.9,26.7,23.9,78.0,67.0,55.0,14.5,8.7,0.0,1013.0
233,Elche,38.2851,-0.5625,2002-08-22,August,2002,summer,31.1,26.7,22.2,78.0,57.6,35.0,19.3,9.0,1.6,1009.0
234,Elche,38.2851,-0.5625,2002-08-23,August,2002,summer,28.9,26.3,23.9,78.0,67.0,55.0,24.1,11.7,0.0,1009.0
235,Elche,38.2851,-0.5625,2002-08-24,August,2002,summer,27.8,24.6,20.0,88.0,68.0,45.0,25.7,11.6,1.6,1013.0
236,Elche,38.2851,-0.5625,2002-08-25,August,2002,summer,28.9,25.1,22.2,88.0,67.0,48.0,24.1,8.9,0.0,1013.0
237,Elche,38.2851,-0.5625,2002-08-26,August,2002,summer,30.0,25.0,20.0,73.0,55.8,27.0,24.1,12.1,4.8,1013.0
238,Elche,38.2851,-0.5625,2002-08-27,August,2002,summer,25.0,22.0,16.14159326161846,88.0,70.1,0.0,22.5,9.7,0.0,1013.0
239,Elche,38.2851,-0.5625,2002-08-28,August,2002,summer,27.8,22.9,18.9,88.0,68.8,45.0,12.9,8.7,1.6,1013.0
240,Elche,38.2851,-0.5625,2002-08-29,August,2002,summer,27.8,23.8,18.9,94.0,67.8,51.0,19.3,9.0,3.2,1013.0
241,Elche,38.2851,-0.5625,2002-08-30,August,2002,summer,28.9,24.8,20.0,88.0,70.1,51.0,14.5,6.0,0.0,1012.4307004435368
242,Elche,38.2851,-0.5625,2002-08-31,August,2002,summer,28.9,24.7,18.9,88.0,64.8,42.0,14.5,6.9,0.0,1016.0
243,Elche,38.2851,-0.5625,2002-09-01,September,2002,summer,27.8,25.0,21.1,83.0,66.7,48.0,16.1,7.1,0.0,1016.0
244,Elche,38.2851,-0.5625,2002-09-02,September,2002,summer,27.8,25.1,22.8,78.0,72.0,54.0,27.4,10.5,1.6,1013.0
245,Elche,38.2851,-0.5625,2002-09-03,September,2002,summer,28.9,24.9,20.0,88.0,72.5,45.0,19.3,7.6,0.0,1013.0
246,Elche,38.2851,-0.5625,2002-09-04,September,2002,summer,32.2,26.6,22.2,83.0,45.6,26.0,37.0,16.4,0.0,1013.0
247,Elche,38.2851,-0.5625,2002-09-05,September,2002,summer,32.8,26.6,21.1,69.0,43.4,21.0,25.7,13.4,3.2,1011.476261080054
248,Elche,38.2851,-0.5625,2002-09-06,September,2002,summer,27.8,24.7,22.2,78.0,62.2,47.0,20.9,12.1,3.2,1016.0
249,Elche,38.2851,-0.5625,2002-09-07,September,2002,summer,28.9,23.5,17.8,94.0,70.1,37.0,20.9,7.2,0.0,1013.0
250,Elche,38.2851,-0.5625,2002-09-08,September,2002,summer,32.2,25.5,20.0,88.0,53.6,22.0,16.1,9.2,1.6,1006.0
251,Elche,38.2851,-0.5625,2002-09-09,September,2002,summer,32.2,25.0,17.8,83.0,55.9,26.0,25.7,11.4,1.6,1013.0
252,Elche,38.2851,-0.5625,2002-09-10,September,2002,summer,27.8,24.6,18.9,83.0,67.6,51.0,19.3,9.5,0.0,1016.0
253,Elche,38.2851,-0.5625,2002-09-11,September,2002,summer,27.8,24.5,21.1,88.0,71.2,54.0,14.5,7.9,0.0,1016.0
254,Elche,38.2851,-0.5625,2002-09-12,September,2002,summer,28.9,24.8,21.1,88.0,71.4,51.0,20.9,6.4,0.0,1013.0
255,Elche,38.2851,-0.5625,2002-09-13,September,2002,summer,27.8,24.5,20.0,83.0,73.6,58.0,20.9,8.4,0.0,1009.0
256,Elche,38.2851,-0.5625,2002-09-14,September,2002,summer,27.2,24.8,21.1,88.0,71.2,61.0,19.3,10.6,0.0,1013.0
257,Elche,38.2851,-0.5625,2002-09-15,September,2002,summer,27.8,24.8,22.2,88.0,70.2,51.0,14.5,6.3,0.0,1013.0
258,Elche,38.2851,-0.5625,2002-09-16,September,2002,summer,27.8,24.3,20.0,88.0,73.2,54.0,14.5,5.8,0.0,1009.0
259,Elche,38.2851,-0.5625,2002-09-17,September,2002,summer,27.2,24.4,20.0,88.0,74.5,58.0,12.9,6.1,0.0,1009.0
260,Elche,38.2851,-0.5625,2002-09-18,September,2002,summer,28.9,23.5,15.468088003209902,88.0,70.1,0.0,11.3,5.3,0.0,1009.0
261,Elche,38.2851,-0.5625,2002-09-19,September,2002,summer,28.9,24.7,20.0,88.0,75.2,58.0,16.1,7.4,1.6,1013.0
262,Elche,38.2851,-0.5625,2002-09-20,September,2002,summer,30.0,25.3,20.0,88.0,70.7,54.0,16.1,6.9,0.0,1013.0
263,Elche,38.2851,-0.5625,2002-09-21,September,2002,autumn,32.2,25.5,20.0,88.0,70.6,43.0,19.3,9.7,1.6,1013.0
264,Elche,38.2851,-0.5625,2002-09-22,September,2002,autumn,31.1,25.2,21.1,83.0,55.4,29.0,24.1,14.3,4.8,1009.0
265,Elche,38.2851,-0.5625,2002-09-23,September,2002,autumn,30.0,25.2,22.2,78.0,50.1,30.0,29.0,16.1,0.0,1006.0
266,Elche,38.2851,-0.5625,2002-09-24,September,2002,autumn,28.9,24.3,21.1,60.0,44.0,21.0,29.0,18.8,3.2,1006.0
267,Elche,38.2851,-0.5625,2002-09-25,September,2002,autumn,25.0,22.6,20.0,69.0,53.9,46.0,16.1,10.0,3.2,1013.0
268,Elche,38.2851,-0.5625,2002-09-26,September,2002,autumn,27.2,22.7,20.0,88.0,72.5,51.0,16.1,6.0,0.0,1013.0
269,Elche,38.2851,-0.5625,2002-09-27,September,2002,autumn,26.1,21.2,13.501409367410746,94.0,74.5,0.0,19.3,8.4,0.0,1016.0
270,Elche,38.2851,-0.5625,2002-09-28,September,2002,autumn,27.2,23.7,21.1,78.0,69.2,54.0,19.3,8.2,1.6,1016.0
271,Elche,38.2851,-0.5625,2002-09-29,September,2002,autumn,27.8,24.2,21.1,83.0,70.4,54.0,16.1,6.4,0.0,1019.0
272,Elche,38.2851,-0.5625,2002-09-30,September,2002,autumn,27.2,23.7,20.0,78.0,63.9,51.0,16.1,8.0,0.0,1019.0
273,Elche,38.2851,-0.5625,2002-10-01,October,2002,autumn,25.0,22.6,20.0,73.0,59.9,50.0,27.4,15.9,8.0,1016.0
274,Elche,38.2851,-0.5625,2002-10-02,October,2002,autumn,22.8,21.1,20.0,94.0,77.6,57.0,14.5,8.0,1.6,1016.0
275,Elche,38.2851,-0.5625,2002-10-03,October,2002,autumn,26.1,22.5,20.0,88.0,75.7,57.0,22.5,10.5,0.0,1019.0
276,Elche,38.2851,-0.5625,2002-10-04,October,2002,autumn,25.0,22.8,20.0,83.0,69.7,57.0,20.9,10.3,0.0,1019.0
277,Elche,38.2851,-0.5625,2002-10-05,October,2002,autumn,26.1,22.2,17.8,94.0,65.8,47.0,12.9,8.2,0.0,1019.0
278,Elche,38.2851,-0.5625,2002-10-06,October,2002,autumn,27.2,21.8,17.2,88.0,73.0,51.0,14.5,8.9,0.0,1016.0
279,Elche,38.2851,-0.5625,2002-10-07,October,2002,autumn,27.2,22.1,17.2,88.0,71.5,54.0,14.5,8.4,1.6,1009.0
280,Elche,38.2851,-0.5625,2002-10-08,October,2002,autumn,26.1,21.6,17.2,88.0,76.0,57.0,14.5,6.1,0.0,1006.0
281,Elche,38.2851,-0.5625,2002-10-09,October,2002,autumn,27.2,21.4,17.2,88.0,65.8,34.0,37.0,12.1,3.2,999.0
282,Elche,38.2851,-0.5625,2002-10-10,October,2002,autumn,20.0,17.2,12.8,94.0,50.3,37.0,48.3,23.7,1.6,1013.0
283,Elche,38.2851,-0.5625,2002-10-11,October,2002,autumn,26.1,21.1,17.2,52.0,34.4,0.0,51.5,29.6,14.5,1009.0
284,Elche,38.2851,-0.5625,2002-10-12,October,2002,autumn,28.9,24.3,21.1,53.0,41.7,30.0,53.1,31.9,9.7,1013.0
285,Elche,38.2851,-0.5625,2002-10-13,October,2002,autumn,30.0,24.4,17.8,73.0,51.5,29.0,32.2,17.7,0.0,1009.0
286,Elche,38.2851,-0.5625,2002-10-14,October,2002,autumn,30.0,21.6,15.0,88.0,65.2,33.0,12.9,6.1,0.0,1009.0
287,Elche,38.2851,-0.5625,2002-10-15,October,2002,autumn,27.2,20.1,12.8,94.0,78.7,51.0,11.3,3.9,0.0,1013.0
288,Elche,38.2851,-0.5625,2002-10-16,October,2002,autumn,27.2,20.6,15.0,94.0,73.5,39.0,12.9,4.5,0.0,1009.0
289,Elche,38.2851,-0.5625,2002-10-17,October,2002,autumn,27.2,22.6,17.8,83.0,47.7,23.0,35.4,16.6,3.2,1013.0
290,Elche,38.2851,-0.5625,2002-10-18,October,2002,autumn,23.9,19.4,12.2,68.0,54.4,38.0,20.9,12.7,1.6,1016.0
291,Elche,38.2851,-0.5625,2002-10-19,October,2002,autumn,22.8,19.6,15.0,82.0,61.7,44.0,14.5,9.5,3.2,1016.0
292,Elche,38.2851,-0.5625,2002-10-20,October,2002,autumn,23.9,20.6,17.2,83.0,70.7,60.0,22.5,11.3,3.2,1013.0
293,Elche,38.2851,-0.5625,2002-10-21,October,2002,autumn,30.0,22.2,12.286535435909457,94.0,69.5,0.0,22.5,9.3,0.0,1009.0
294,Elche,38.2851,-0.5625,2002-10-22,October,2002,autumn,28.9,22.8,15.0,73.0,42.0,0.0,25.7,13.8,1.6,1013.0
295,Elche,38.2851,-0.5625,2002-10-23,October,2002,autumn,27.2,21.4,15.0,88.0,45.2,24.0,33.8,12.2,3.2,1016.0
296,Elche,38.2851,-0.5625,2002-10-24,October,2002,autumn,26.1,20.2,15.0,77.0,54.1,32.0,20.9,11.9,3.2,1016.0
297,Elche,38.2851,-0.5625,2002-10-25,October,2002,autumn,27.8,20.6,11.650807185963227,78.0,51.6,0.0,22.5,13.2,0.0,1016.0
298,Elche,38.2851,-0.5625,2002-10-26,October,2002,autumn,27.8,22.2,16.1,83.0,59.2,35.0,19.3,8.2,1.6,1023.0
299,Elche,38.2851,-0.5625,2002-10-27,October,2002,autumn,30.0,20.9,12.8,88.0,69.5,33.0,12.9,6.8,0.0,1023.0
300,Elche,38.2851,-0.5625,2002-10-28,October,2002,autumn,25.0,20.7,16.1,94.0,74.7,53.0,27.4,14.0,3.2,1026.0
301,Elche,38.2851,-0.5625,2002-10-29,October,2002,autumn,25.0,18.9,12.2,88.0,73.0,53.0,12.9,6.9,0.0,1023.0
302,Elche,38.2851,-0.5625,2002-10-30,October,2002,autumn,23.9,17.9,12.2,88.0,73.4,52.0,25.7,9.7,3.2,1016.0
303,Elche,38.2851,-0.5625,2002-10-31,October,2002,autumn,27.2,21.3,17.2,77.0,54.5,23.0,25.7,15.8,4.8,1016.0
304,Elche,38.2851,-0.5625,2002-11-01,November,2002,autumn,27.2,19.4,12.8,82.0,61.7,24.0,22.5,9.5,1.6,1019.0
305,Elche,38.2851,-0.5625,2002-11-02,November,2002,autumn,26.1,18.9,12.8,77.0,58.9,32.0,19.3,7.1,0.0,1019.0
306,Elche,38.2851,-0.5625,2002-11-03,November,2002,autumn,27.8,24.3,22.2,57.0,50.9,39.0,37.0,23.8,11.3,1016.0
307,Elche,38.2851,-0.5625,2002-11-04,November,2002,autumn,25.0,20.7,15.0,82.0,64.9,47.0,20.9,10.1,0.0,1016.0
308,Elche,38.2851,-0.5625,2002-11-05,November,2002,autumn,22.8,17.5,12.8,82.0,54.2,36.0,16.1,8.4,0.0,1019.0
309,Elche,38.2851,-0.5625,2002-11-06,November,2002,autumn,23.9,17.5,11.1,88.0,61.9,31.0,12.9,6.1,0.0,1019.0
310,Elche,38.2851,-0.5625,2002-11-07,November,2002,autumn,22.8,19.6,16.1,72.0,34.3,16.0,35.4,22.2,4.8,1019.0
311,Elche,38.2851,-0.5625,2002-11-08,November,2002,autumn,22.8,19.6,16.1,35.0,28.1,20.0,35.4,20.9,8.0,1019.0
312,Elche,38.2851,-0.5625,2002-11-09,November,2002,autumn,27.2,23.7,21.1,29.0,21.3,13.0,40.2,24.9,3.2,1016.0
313,Elche,38.2851,-0.5625,2002-11-10,November,2002,autumn,30.0,24.7,21.1,46.0,32.7,23.0,38.6,22.9,9.7,1013.0
314,Elche,38.2851,-0.5625,2002-11-11,November,2002,autumn,27.2,21.8,16.1,68.0,37.7,24.0,33.8,15.8,3.2,1013.0
315,Elche,38.2851,-0.5625,2002-11-12,November,2002,autumn,25.0,18.8,13.9,88.0,64.5,36.0,19.3,9.3,1.6,1013.0
316,Elche,38.2851,-0.5625,2002-11-13,November,2002,autumn,23.9,18.2,12.8,88.0,64.5,38.0,16.1,9.2,1.6,1009.0
317,Elche,38.2851,-0.5625,2002-11-14,November,2002,autumn,18.9,16.4,13.9,88.0,81.4,68.0,27.4,6.4,0.0,996.0
318,Elche,38.2851,-0.5625,2002-11-15,November,2002,autumn,17.2,14.6,11.1,94.0,84.6,77.0,12.9,4.8,0.0,992.0
319,Elche,38.2851,-0.5625,2002-11-16,November,2002,autumn,20.0,14.2,8.9,88.0,69.6,35.0,12.9,8.7,0.0,1029.0
320,Elche,38.2851,-0.5625,2002-11-17,November,2002,autumn,18.9,14.3,10.0,77.0,59.2,42.0,22.5,12.9,4.8,1013.0
321,Elche,38.2851,-0.5625,2002-11-18,November,2002,autumn,21.1,15.7,12.2,72.0,55.8,35.0,32.2,16.6,1.6,1013.0
322,Elche,38.2851,-0.5625,2002-11-19,November,2002,autumn,20.0,14.3,5.976230085655784,87.0,69.2,0.0,14.5,7.6,0.0,1013.0
323,Elche,38.2851,-0.5625,2002-11-20,November,2002,autumn,17.8,14.6,8.9,88.0,61.2,32.0,27.4,13.7,0.0,1013.0
324,Elche,38.2851,-0.5625,2002-11-21,November,2002,autumn,23.9,16.2,10.0,77.0,58.2,31.0,37.0,12.6,0.0,1013.0
325,Elche,38.2851,-0.5625,2002-11-22,November,2002,autumn,22.2,15.4,10.0,82.0,56.3,31.0,22.5,10.0,0.0,1009.0
326,Elche,38.2851,-0.5625,2002-11-23,November,2002,autumn,18.9,14.2,7.8,88.0,78.8,64.0,14.5,4.7,0.0,1006.0
327,Elche,38.2851,-0.5625,2002-11-24,November,2002,autumn,16.1,13.7,11.1,94.0,82.9,72.0,12.9,7.6,0.0,1026.0
328,Elche,38.2851,-0.5625,2002-11-25,November,2002,autumn,17.2,12.9,10.0,87.0,64.4,45.0,22.5,10.3,0.0,1006.0
329,Elche,38.2851,-0.5625,2002-11-26,November,2002,autumn,18.9,15.8,12.2,58.0,48.3,40.0,51.5,27.8,8.0,1013.0
330,Elche,38.2851,-0.5625,2002-11-27,November,2002,autumn,22.8,17.6,13.9,88.0,61.8,47.0,37.0,13.5,0.0,1013.0
331,Elche,38.2851,-0.5625,2002-11-28,November,2002,autumn,25.0,17.2,7.637422815952448,88.0,62.7,0.0,27.4,10.0,1.6,1016.0
332,Elche,38.2851,-0.5625,2002-11-29,November,2002,autumn,21.1,17.2,12.8,59.0,45.1,28.0,38.6,23.0,8.0,1019.0
333,Elche,38.2851,-0.5625,2002-11-30,November,2002,autumn,21.1,17.2,13.9,77.0,46.5,27.0,45.1,25.3,4.8,1023.0
334,Elche,38.2851,-0.5625,2002-12-01,December,2002,autumn,20.0,17.6,15.0,59.0,50.8,40.0,46.7,19.5,4.8,1019.0
335,Elche,38.2851,-0.5625,2002-12-02,December,2002,autumn,22.2,19.1,16.1,59.0,46.9,33.0,40.2,23.2,4.8,1013.0
336,Elche,38.2851,-0.5625,2002-12-03,December,2002,autumn,18.9,15.9,12.8,54.0,44.8,32.0,45.1,24.0,9.7,1009.0
337,Elche,38.2851,-0.5625,2002-12-04,December,2002,autumn,21.1,17.4,15.0,52.0,45.7,33.0,45.1,26.1,12.9,1013.0
338,Elche,38.2851,-0.5625,2002-12-05,December,2002,autumn,18.9,16.1,12.2,59.0,37.2,21.0,48.3,25.7,4.8,1013.0
339,Elche,38.2851,-0.5625,2002-12-06,December,2002,autumn,17.8,11.1,3.4284231654426005,62.0,41.3,0.0,33.8,17.2,8.0,1009.0
340,Elche,38.2851,-0.5625,2002-12-07,December,2002,autumn,17.2,12.8,8.9,72.0,57.8,39.0,14.5,7.2,0.0,1009.0
341,Elche,38.2851,-0.5625,2002-12-08,December,2002,autumn,17.8,12.1,6.1,76.0,60.1,32.0,12.9,6.0,0.0,1013.0
342,Elche,38.2851,-0.5625,2002-12-09,December,2002,autumn,17.2,12.1,7.2,87.0,68.5,48.0,9.7,5.1,0.0,1013.0
343,Elche,38.2851,-0.5625,2002-12-10,December,2002,autumn,18.9,14.0,10.0,94.0,81.4,56.0,11.3,4.0,0.0,1006.0
344,Elche,38.2851,-0.5625,2002-12-11,December,2002,autumn,17.2,12.6,7.8,94.0,78.4,55.0,11.3,6.6,0.0,1013.0
345,Elche,38.2851,-0.5625,2002-12-12,December,2002,autumn,20.0,12.1,7.2,87.0,74.7,43.0,37.0,7.6,0.0,1019.0
346,Elche,38.2851,-0.5625,2002-12-13,December,2002,autumn,17.8,12.7,7.2,87.0,74.8,59.0,19.3,10.0,1.6,1019.0
347,Elche,38.2851,-0.5625,2002-12-14,December,2002,autumn,21.1,15.8,12.2,82.0,68.5,55.0,19.3,9.7,0.0,1016.0
348,Elche,38.2851,-0.5625,2002-12-15,December,2002,autumn,22.2,13.3,7.8,88.0,68.9,35.0,14.5,6.6,0.0,1019.0
349,Elche,38.2851,-0.5625,2002-12-16,December,2002,autumn,17.8,14.1,8.9,94.0,79.7,68.0,9.7,5.6,0.0,1019.0
350,Elche,38.2851,-0.5625,2002-12-17,December,2002,autumn,20.0,14.8,8.9,93.0,77.6,56.0,12.9,8.4,1.6,1016.0
351,Elche,38.2851,-0.5625,2002-12-18,December,2002,autumn,23.9,18.5,13.9,88.0,69.5,47.0,14.5,7.1,0.0,1013.0
352,Elche,38.2851,-0.5625,2002-12-19,December,2002,autumn,17.8,16.8,15.0,94.0,87.9,63.0,12.9,5.0,0.0,1016.0
353,Elche,38.2851,-0.5625,2002-12-20,December,2002,autumn,18.9,15.9,13.9,94.0,80.9,64.0,11.3,5.5,0.0,1019.0
354,Elche,38.2851,-0.5625,2002-12-21,December,2002,winter,17.8,14.3,10.0,94.0,86.9,73.0,11.3,4.7,0.0,1019.0
355,Elche,38.2851,-0.5625,2002-12-22,December,2002,winter,20.0,14.5,10.0,94.0,81.4,52.0,14.5,7.4,0.0,1019.0
356,Elche,38.2851,-0.5625,2002-12-23,December,2002,winter,20.0,13.3,7.8,94.0,84.8,56.0,14.5,6.8,0.0,1016.0
357,Elche,38.2851,-0.5625,2002-12-24,December,2002,winter,22.8,17.2,12.2,88.0,61.6,33.0,37.0,14.2,3.2,1016.0
358,Elche,38.2851,-0.5625,2002-12-25,December,2002,winter,23.9,18.2,12.8,77.0,62.9,47.0,20.9,10.3,0.0,1019.0
359,Elche,38.2851,-0.5625,2002-12-26,December,2002,winter,22.2,16.1,11.1,94.0,72.1,46.0,16.1,6.6,0.0,1019.0
360,Elche,38.2851,-0.5625,2002-12-27,December,2002,winter,17.2,13.4,8.9,94.0,79.0,55.0,29.0,8.9,0.0,1013.0
361,Elche,38.2851,-0.5625,2002-12-28,December,2002,winter,17.8,15.6,11.1,71.0,45.8,34.0,49.9,28.5,3.2,1016.0
362,Elche,38.2851,-0.5625,2002-12-29,December,2002,winter,21.1,15.4,10.0,82.0,49.5,32.0,38.6,17.4,0.0,1019.0
363,Elche,38.2851,-0.5625,2002-12-30,December,2002,winter,21.1,14.7,7.8,82.0,56.6,25.0,35.4,15.3,3.2,1016.0
364,Elche,38.2851,-0.5625,2002-12-31,December,2002,winter,20.0,16.6,15.0,48.0,42.6,33.0,49.9,24.3,4.8,1019.0
365,Elche,38.2851,-0.5625,2003-01-01,January,2003,winter,20.0,17.2,15.0,72.0,55.2,42.0,33.8,14.3,0.0,1019.0
366,Elche,38.2851,-0.5625,2003-01-02,January,2003,winter,22.8,16.7,11.1,88.0,61.7,20.0,25.7,11.7,4.8,1016.0
367,Elche,38.2851,-0.5625,2003-01-03,January,2003,winter,23.9,18.0,12.2,72.0,54.7,38.0,19.3,10.3,0.0,1013.0
368,Elche,38.2851,-0.5625,2003-01-04,January,2003,winter,22.2,17.3,12.2,72.0,48.3,29.0,29.0,13.5,1.6,1013.0
369,Elche,38.2851,-0.5625,2003-01-05,January,2003,winter,17.8,13.6,8.9,88.0,68.1,42.0,16.1,8.0,0.0,1013.0
370,Elche,38.2851,-0.5625,2003-01-06,January,2003,winter,17.8,14.8,12.2,55.0,40.3,30.0,45.1,28.5,14.5,1009.0
371,Elche,38.2851,-0.5625,2003-01-07,January,2003,winter,18.9,14.1,8.9,88.0,45.6,24.0,37.0,15.6,1.6,1009.0
372,Elche,38.2851,-0.5625,2003-01-08,January,2003,winter,18.9,13.4,7.8,87.0,59.1,34.0,37.0,16.3,0.0,1013.0
