Column1,dias,Date,City,Time_Temperature_(°F)_Max,Time_Temperature_(°F)_Avg,Time_Temperature_(°F)_Min,Dew_Point_(°F)_Max,Dew_Point_(°F)_Avg,Dew_Point_(°F)_Min,Humidity_(%)_Max,Humidity_(%)_Avg,Humidity_(%)_Min,Wind_Speed_(mph)_Max,Wind_Speed_(mph)_Avg,Wind_Speed_(mph)_Min,Pressure_(in)_Max,Pressure_(in)_Avg,Pressure_(in)_Min,Month,Year
3,3,3/02/2010,Elche,57,48.1,36,46,41.4,34,93,78.8,55,9,3.9,0,30.1,30,29.9,Feb,2010
23,23,23/12/2008,Elche,59,48.1,36,46,41.9,34,93,80.2,59,7,2.5,0,30.2,30.2,30.2,Dec,2008
11,11,11/03/2010,Elche,59,48.1,36,43,33.9,0,93,66,38,10,6.3,2,29.8,29.8,29.7,Mar,2010
7,7,7/01/2019,Elche,59,48.1,36,50,37.9,27,88,68.8,41,10,4.7,0,30.2,30.2,30.1,Jan,2019
2,2,2/01/2015,Elche,61,48.1,36,43,37.6,34,93,69.8,36,10,4.9,0,30.5,30.5,30.4,Jan,2015
10,10,10/01/2007,Elche,63,48.2,36,48,40.4,34,93,76.2,42,8,3.8,0,30.2,30.1,30.1,Jan,2007
9,9,9/02/2015,Elche,55,48.3,36,45,36.3,25,76,63.4,46,24,11.6,1,30.1,30.1,29.9,Feb,2015
31,31,31/12/2014,Elche,66,48.3,36,39,26.4,19,65,45,19,14,7.8,0,30.4,30.2,30.1,Dec,2014
15,15,15/12/2007,Elche,59,48.4,36,37,28.8,0,87,57.2,31,15,5.9,1,30.1,29.9,29.8,Dec,2007
21,21,21/12/2008,Elche,63,48.4,36,46,39.6,34,93,74.1,42,9,4.2,0,30.3,28.4,0,Dec,2008
21,21,21/01/2011,Elche,55,48.6,36,46,23.9,0,93,48.1,13,16,7.5,0,30.1,30,29.9,Jan,2011
10,10,10/03/2005,Elche,57,48.6,36,45,35.9,0,87,70.2,55,8,3.7,0,30.1,30.1,30,Mar,2005
12,12,12/02/2011,Elche,59,48.6,36,48,43.9,36,100,84.7,63,7,2.6,0,30,30,29.9,Feb,2011
16,16,16/11/2004,Elche,61,48.7,36,30,20.3,0,66,44.7,22,8,4.9,1,30.2,30.2,30.1,Nov,2004
14,14,14/01/2007,Elche,61,49.2,36,50,38.5,0,88,78.3,63,7,3.6,0,30.3,30.2,30.2,Jan,2007
15,15,15/03/2010,Elche,63,49.2,36,45,40.2,34,100,73.9,39,10,3.7,0,30.1,30.1,30.1,Mar,2010
4,4,4/12/2003,Elche,59,49.3,36,48,38.5,0,87,68.8,51,13,6.1,1,29.8,29.7,29.6,Dec,2003
7,7,7/03/2008,Elche,63,49.7,36,36,26.1,19,71,42.5,23,17,7.8,0,29.9,29.8,29.7,Mar,2008
4,4,4/02/2011,Elche,66,49.8,36,45,27.9,0,87,58.6,26,7,3,0,30.4,30.3,30.3,Feb,2011
6,6,6/03/2015,Elche,63,50.2,36,39,25.7,12,76,42.8,14,9,3.8,0,30.4,30.3,30.2,Mar,2015
13,13,13/02/2004,Elche,59,50.4,36,48,38.3,0,77,67.7,58,9,4.2,0,30.2,30.2,30.1,Feb,2004
9,9,9/01/2005,Elche,59,50.9,36,43,39.9,0,87,68.7,55,8,3.4,1,30.4,30.3,30.3,Jan,2005
20,20,20/02/2002,Elche,66,52.1,36,43,34.1,0,87,56.8,21,14,8.8,2,30.4,30.2,29.9,Feb,2002
28,28,28/01/2006,Elche,43,39.8,37,37,30.2,0,87,82,65,13,6.8,1,29.7,29.6,29.5,Jan,2006
8,8,8/02/2012,Elche,52,42.5,37,27,12.8,3,60,31.3,15,15,8.6,1,30.1,30,29.9,Feb,2012
20,20,20/12/2009,Elche,54,43,37,34,19.6,0,87,53.1,26,15,6.6,1,29.9,29.8,29.7,Dec,2009
7,7,7/01/2009,Elche,50,43.2,37,30,23.5,16,61,46.9,27,13,6.1,0,29.8,29.7,29.7,Jan,2009
11,11,11/02/2012,Elche,54,43.5,37,34,25.7,0,81,54.6,26,10,4,0,30,29.9,29.9,Feb,2012
12,12,12/02/2010,Elche,50,44.2,37,30,21.5,0,61,42.3,28,20,9.9,2,29.7,29.7,29.7,Feb,2010
17,17,17/02/2005,Elche,52,44.2,37,30,22.4,18,57,42.3,32,16,9.6,5,30,29.9,29.8,Feb,2005
16,16,16/02/2005,Elche,54,44.5,37,21,13.9,7,52,30.9,15,17,9.1,1,29.9,29.8,29.7,Feb,2005
20,20,20/12/2006,Elche,50,44.7,37,39,27.4,0,81,66.6,50,22,8.2,1,30.1,30,30,Dec,2006
30,30,30/11/2008,Elche,52,44.8,37,43,26.4,0,82,67.5,54,13,5.6,0,29.6,29.5,29.4,Nov,2008
26,26,26/02/2013,Elche,52,45.3,37,36,26.9,0,76,51.3,30,12,6.2,0,30,30,29.9,Feb,2013
9,9,9/01/2009,Elche,54,45.6,37,39,36.9,34,93,73.3,50,8,4.8,1,29.9,29.9,29.9,Jan,2009
6,6,6/02/2015,Elche,54,46,37,23,21,18,56,38.4,26,24,12.8,2,29.8,29.7,29.7,Feb,2015
8,8,8/01/2018,Elche,57,46,37,39,36.7,34,93,71.3,44,8,3.8,0,29.8,29.7,29.6,Jan,2018
24,24,24/12/2004,Elche,59,46,37,41,21.4,0,87,65.3,31,7,4.2,1,30.1,30,29.8,Dec,2004
21,21,21/02/2005,Elche,52,46.3,37,37,24.5,0,76,56.8,35,13,5,0,29.6,29.6,29.6,Feb,2005
15,15,15/02/2003,Elche,54,46.4,37,34,18,0,75,55.3,41,16,8.2,0,29.9,29.9,29.9,Feb,2003
24,24,24/02/2006,Elche,55,46.4,37,30,26.7,23,65,48.1,28,21,11.2,3,29.8,29.7,29.6,Feb,2006
26,26,26/02/2005,Elche,57,46.4,37,37,26.9,0,81,56.6,20,15,8.4,1,29.8,29.7,29.7,Feb,2005
30,30,30/01/2012,Elche,57,46.4,37,27,21.6,16,65,39.5,20,13,5.5,1,30.1,30.1,30,Jan,2012
13,13,13/01/2003,Elche,55,46.6,37,37,33.4,0,81,64.4,44,8,5.3,1,30.4,30.3,30.2,Jan,2003
26,26,26/12/2020,Elche,57,46.6,37,23,18.6,12,56,34.4,17,18,10.3,3,30.2,30.1,30.1,Dec,2020
12,12,12/01/2021,Elche,57,46.6,37,32,25,19,65,44.6,25,16,11.2,6,30.2,30.1,30.1,Jan,2021
4,4,4/01/2006,Elche,55,46.9,37,37,31.1,0,76,60.4,44,8,4.3,1,30,30,29.9,Jan,2006
2,2,2/02/2010,Elche,57,47.1,37,43,40,36,93,77.8,58,7,2.2,0,30.1,30.1,30.1,Feb,2010
13,13,13/01/2020,Elche,59,47.1,37,43,38.8,34,93,74.3,51,13,7.8,5,30.3,30.1,30.1,Jan,2020
13,13,13/01/2021,Elche,59,47.2,37,43,32.6,23,87,58.4,39,10,6.2,1,30.2,30.2,30.1,Jan,2021
16,16,16/02/2012,Elche,57,47.3,37,41,31.9,0,81,58.8,40,9,4.4,0,30.1,30,30,Feb,2012
8,8,8/02/2011,Elche,59,47.3,37,48,42.4,34,100,84.3,55,5,1.9,0,30.1,30.1,30,Feb,2011
2,2,2/01/2005,Elche,59,47.4,37,50,42.1,34,93,81.7,63,8,3.5,0,30.4,30.3,30.3,Jan,2005
29,29,29/12/2007,Elche,59,47.4,37,39,35.9,0,87,68.2,39,9,3,0,30.3,30.3,30.2,Dec,2007
22,22,22/02/2006,Elche,55,47.5,37,39,29.5,0,81,59.4,44,13,6.4,2,29.8,29.7,29.7,Feb,2006
21,21,21/02/2012,Elche,57,47.5,37,43,38.8,34,93,73.2,51,9,4.4,0,30.2,30.2,30.1,Feb,2012
12,12,12/01/2020,Elche,57,47.5,37,48,40.8,34,93,78.2,47,9,5.9,0,30.3,30.2,30.2,Jan,2020
27,27,27/02/2004,Elche,59,47.5,37,36,26.6,0,76,53.4,27,33,11.6,3,29.6,29.6,29.4,Feb,2004
8,8,8/01/2017,Elche,59,47.6,37,45,40,36,93,76.1,51,10,5.8,0,30.3,30.2,30.1,Jan,2017
12,12,12/01/2003,Elche,54,47.7,37,39,35.7,30,81,63.4,50,15,7.2,0,30.2,29.4,0,Jan,2003
30,30,30/01/2008,Elche,61,47.7,37,48,33.7,0,87,74,45,13,4.1,0,30.2,30.2,30.1,Jan,2008
29,29,29/02/2004,Elche,61,47.8,37,30,24.4,0,75,50.3,23,22,8.6,0,29.9,29.8,29.8,Feb,2004
3,3,3/01/2020,Elche,61,47.8,37,50,41.8,36,100,81,48,8,5.6,2,30.3,30.3,30.2,Jan,2020
24,24,24/02/2018,Elche,55,47.9,37,45,39.1,32,87,71.8,54,10,5.7,1,29.7,29.6,29.6,Feb,2018
24,24,24/02/2005,Elche,57,48,37,45,40.3,34,87,75.3,51,15,7.5,0,29.7,29.7,29.6,Feb,2005
13,13,13/01/2006,Elche,57,48,37,43,34.8,0,87,66.5,38,9,5,0,30.2,30.1,30.1,Jan,2006
29,29,29/12/2010,Elche,57,48,37,50,43.8,37,100,86.2,72,7,3.1,0,30,29.9,29.9,Dec,2010
12,12,12/12/2005,Elche,57,48.1,37,30,21.6,0,75,50,27,9,5.9,0,30.1,30,30,Dec,2005
30,30,30/01/2002,Elche,59,48.1,37,50,43.4,36,93,84.6,63,6,2.5,0,30.3,30.2,30.1,Jan,2002
22,22,22/12/2008,Elche,61,48.1,37,46,41.2,36,100,79,45,6,2.8,0,30.3,30.3,30.2,Dec,2008
16,16,16/01/2009,Elche,57,48.2,37,46,39.1,34,93,71.8,44,12,4.5,0,30,30,29.9,Jan,2009
11,11,11/02/2011,Elche,59,48.2,37,48,43.1,36,100,83.6,63,7,3.1,0,30.1,30,29.9,Feb,2011
7,7,7/01/2018,Elche,57,48.3,37,39,36.7,32,87,65.6,41,13,4.4,0,29.6,29.4,29.3,Jan,2018
13,13,13/01/2018,Elche,57,48.3,37,46,38.9,30,87,70.7,51,6,3.3,0,30.1,30,29.9,Jan,2018
20,20,20/01/2022,Elche,57,48.3,37,45,40.5,34,93,74.8,55,8,4.5,0,30.2,30.2,30.1,Jan,2022
13,13,13/01/2019,Elche,61,48.3,37,41,32.2,25,87,56,31,16,7,2,30.2,30.1,30.1,Jan,2019
11,11,11/02/2005,Elche,61,48.4,37,45,37.9,34,87,69,39,12,6.8,2,30.5,30.5,30.4,Feb,2005
13,13,13/01/2008,Elche,61,48.4,37,45,29,0,81,58.6,36,16,7.5,0,30,29.9,29.9,Jan,2008
10,10,10/01/2019,Elche,55,48.6,37,36,27.9,23,57,45.1,33,12,7.3,2,30,29.9,29.8,Jan,2019
16,16,16/01/2011,Elche,57,48.6,37,50,46.1,37,100,91.5,77,7,2.1,0,30.3,30.2,30.1,Jan,2011
20,20,20/12/2008,Elche,63,48.6,37,43,37.9,34,87,69.2,39,7,2.6,0,30.4,30.3,30.3,Dec,2008
2,2,2/01/2022,Elche,64,48.6,37,52,43,36,100,83.2,45,6,3.6,0,30.3,30.2,30.2,Jan,2022
24,24,24/01/2006,Elche,57,48.9,37,41,36,0,87,66.3,50,18,8.9,0,30.2,30.1,30.1,Jan,2006
15,15,15/01/2005,Elche,59,48.9,37,46,42.2,36,93,78.4,55,7,3.9,0,30.2,30.1,30.1,Jan,2005
26,26,26/12/2006,Elche,59,48.9,37,46,34.5,0,82,63.1,45,8,3.9,1,30.3,30.3,30.2,Dec,2006
26,26,26/12/2008,Elche,59,49.1,37,43,29.1,0,76,60.4,34,13,5.5,0,29.8,29.7,29.7,Dec,2008
28,28,28/01/2002,Elche,63,49.1,37,52,42.8,34,93,79.1,52,7,3.4,0,30.4,30.3,30.2,Jan,2002
19,19,19/02/2002,Elche,59,49.3,37,43,32.1,0,81,60,41,13,6.4,0,30.4,30.3,30.2,Feb,2002
14,14,14/01/2008,Elche,61,49.3,37,43,30.1,0,81,59.1,44,17,5.8,0,29.9,29.9,29.8,Jan,2008
22,22,22/02/2012,Elche,63,49.3,37,37,27.6,0,87,55.3,25,9,4.2,0,30.2,30.2,30.1,Feb,2012
9,9,9/01/2015,Elche,63,49.3,37,46,40.3,36,100,75,39,8,3.8,0,30.7,30.6,30.6,Jan,2015
29,29,29/01/2002,Elche,64,49.3,37,48,42.2,34,93,78.8,45,7,2.4,0,30.4,30.3,30.2,Jan,2002
11,11,11/01/2012,Elche,59,49.4,37,50,43.2,36,93,79.9,59,7,2.6,0,30.4,30.3,30.3,Jan,2012
10,10,10/12/2014,Elche,61,49.4,37,37,29.3,25,71,48,29,16,7.5,2,30.3,30.2,30.2,Dec,2014
19,19,19/11/2007,Elche,64,49.4,37,39,24.5,0,60,45.1,28,9,3.4,0,29.7,29.7,29.6,Nov,2007
5,5,5/03/2005,Elche,63,49.5,37,28,22.2,16,57,36.3,22,21,11.8,3,29.9,29.8,29.7,Mar,2005
6,6,6/12/2020,Elche,59,49.6,37,32,31,30,81,50.6,34,31,12.3,1,29.7,29.6,29.6,Dec,2020
2,2,2/02/2002,Elche,63,49.6,37,50,39.9,0,88,73.9,37,8,4,0,30.3,30.2,30.2,Feb,2002
3,3,3/01/2015,Elche,66,49.6,37,36,32.6,25,81,55.3,26,12,7.5,2,30.5,30.4,30.4,Jan,2015
16,16,16/03/2010,Elche,59,49.7,37,48,43,36,100,79.2,55,12,5.2,1,30.2,30.1,30.1,Mar,2010
30,30,30/12/2007,Elche,63,49.7,37,45,34.7,0,87,63.7,37,10,4.7,0,30.2,30.1,30.1,Dec,2007
11,11,11/03/2005,Elche,57,49.8,37,45,41.3,34,87,73.3,59,10,5.2,0,30,29.9,29.9,Mar,2005
23,23,23/01/2012,Elche,61,49.8,37,52,43.8,36,100,81.2,59,6,1.9,0,30,29.9,29.9,Jan,2012
28,28,28/01/2008,Elche,66,49.8,37,45,34.2,0,87,63.7,26,7,2.9,0,30.4,30.3,30.2,Jan,2008
24,24,24/02/2009,Elche,59,49.9,37,50,44.5,37,100,83.4,59,8,2.5,0,30,29.9,29.9,Feb,2009
12,12,12/01/2007,Elche,64,49.9,37,45,34.1,0,87,65.8,32,7,4.7,2,30.4,30.4,30.3,Jan,2007
30,30,30/11/2013,Elche,59,50.1,37,37,24.1,0,81,53.3,31,20,10.7,1,30.1,29.9,29.7,Nov,2013
1,1,1/01/2019,Elche,66,50.2,37,50,33.4,27,87,56,26,13,7,0,30.3,30.2,30.2,Jan,2019
3,3,3/03/2005,Elche,61,50.4,37,41,33.6,0,87,59.9,29,13,5.2,0,29.7,29.6,29.6,Mar,2005
25,25,25/02/2012,Elche,64,50.5,37,45,34.4,0,93,60.2,29,7,2.6,0,30.2,30.1,30,Feb,2012
23,23,23/02/2014,Elche,61,50.7,37,46,30.4,0,87,63.8,42,12,4,0,30.1,30,29.9,Feb,2014
22,22,22/03/2007,Elche,63,50.8,37,27,12.1,0,50,25.5,10,18,9.7,3,29.9,29.8,29.7,Mar,2007
6,6,6/02/2011,Elche,64,50.8,37,48,41.2,34,93,71.5,39,7,2,0,30.3,30.2,30.2,Feb,2011
29,29,29/12/2012,Elche,63,50.9,37,41,37,27,100,63.5,27,14,6.3,0,30.3,30.1,30,Dec,2012
8,8,8/12/2013,Elche,63,50.9,37,50,43.1,34,93,75.9,51,10,3.3,0,30.2,30.2,30.1,Dec,2013
23,23,23/02/2012,Elche,66,50.9,37,30,22.1,0,65,42.3,14,8,2.5,0,30.2,30.2,30.1,Feb,2012
10,10,10/01/2015,Elche,68,51.2,37,37,33.5,25,87,54.5,25,13,7.8,1,30.6,30.4,30.2,Jan,2015
3,3,3/02/2014,Elche,61,51.3,37,45,32.1,0,70,50.1,38,10,6.5,1,29.9,29.8,29.7,Feb,2014
11,11,11/03/2012,Elche,64,51.6,37,46,31.4,0,87,61.2,30,9,2.3,0,30.2,30.1,30.1,Mar,2012
12,12,12/02/2005,Elche,70,52.2,37,46,36.3,28,87,59,27,13,7.1,1,30.4,30.2,30.1,Feb,2005
2,2,2/01/2019,Elche,64,53.1,37,52,38.4,30,87,60.5,28,20,9.3,0,30.2,30.1,30.1,Jan,2019
26,26,26/02/2019,Elche,68,53.4,37,41,32.4,25,81,50.5,21,9,5,1,30.3,30.3,30.2,Feb,2019
17,17,17/01/2020,Elche,70,53.4,37,43,39.7,36,93,63.6,35,16,7.3,0,30.3,30.2,30.2,Jan,2020
21,21,21/03/2003,Elche,61,53.9,37,46,36.5,0,87,55.7,35,15,8.4,0,30,29.9,29.9,Mar,2003
26,26,26/01/2003,Elche,68,54.6,37,43,27.9,18,63,38.3,17,10,5.5,0,30.3,30.2,30.1,Jan,2003
15,15,15/10/2013,Elche,88,72.3,37,63,55.1,16,88,58.5,24,12,6.4,0,30,29.9,29.9,Oct,2013
8,8,8/01/2009,Elche,48,43.6,39,36,22.4,0,76,53.9,42,15,5.3,1,29.9,29.8,29.8,Jan,2009
2,2,2/02/2018,Elche,52,45,39,48,38.9,28,93,80.3,50,18,8.3,2,29.8,29.6,29.5,Feb,2018
19,19,19/12/2009,Elche,50,45.3,39,48,34.5,0,100,80.3,43,10,5.2,0,29.7,29.5,29.4,Dec,2009
2,2,2/01/2008,Elche,54,45.9,39,45,33.5,0,93,74.8,54,15,5.5,0,29.9,29.8,29.7,Jan,2008
27,27,27/02/2013,Elche,52,46,39,45,30.3,0,87,72.7,61,28,13.9,1,30,29.9,29.8,Feb,2013
8,8,8/02/2018,Elche,55,46.1,39,41,35.5,28,93,68.8,41,12,5.8,0,29.9,29.9,29.9,Feb,2018
1,1,1/02/2003,Elche,57,46.4,39,28,19.8,12,53,35.8,23,21,9.6,3,30.1,30.1,30,Feb,2003
2,2,2/01/2021,Elche,54,46.5,39,34,25.4,19,76,45.5,28,28,14.6,2,29.7,29.7,29.6,Jan,2021
27,27,27/02/2005,Elche,54,46.7,39,39,30.1,0,87,58.5,30,9,4.7,1,29.7,29.6,29.6,Feb,2005
26,26,26/11/2008,Elche,54,46.7,39,43,29.6,14,82,53.3,33,18,11,1,30,29.9,29.9,Nov,2008
26,26,26/12/2003,Elche,57,46.7,39,41,38.4,36,93,74.4,51,9,4.2,0,30.2,30.1,30,Dec,2003
5,5,5/01/2005,Elche,57,46.9,39,41,38.3,36,87,73.4,51,8,4.3,0,30.5,30.4,30.4,Jan,2005
13,13,13/03/2010,Elche,54,47,39,43,38.6,36,93,73.8,51,7,2.6,0,30.1,30.1,30,Mar,2010
23,23,23/12/2003,Elche,55,47.1,39,25,19.1,14,56,34,21,13,6.8,1,30.2,30.2,30.1,Dec,2003
3,3,3/01/2008,Elche,55,47.1,39,50,41,36,87,79.5,58,10,4.5,0,29.7,29.4,29.3,Jan,2008
1,1,1/01/2008,Elche,59,47.1,39,39,36.2,34,87,67.6,42,13,7.1,2,30.1,30,29.9,Jan,2008
3,3,3/01/2021,Elche,55,47.2,39,25,22.5,21,53,38.7,26,25,13.8,3,29.8,29.8,29.7,Jan,2021
29,29,29/12/2014,Elche,54,47.3,39,30,24,18,65,41.3,28,18,9,0,30.4,30.2,29.9,Dec,2014
1,1,1/03/2004,Elche,55,47.3,39,30,23.8,14,57,40.8,20,18,6.8,0,30.1,30,29.9,Mar,2004
2,2,2/12/2017,Elche,55,47.4,39,28,24.3,19,56,41.1,25,29,16.6,2,30,29.9,29.9,Dec,2017
29,29,29/12/2005,Elche,57,47.4,39,41,24.9,0,87,51.9,28,14,8.1,0,30,29.9,29.9,Dec,2005
28,28,28/02/2004,Elche,57,47.5,39,30,21.6,18,61,37.7,23,25,13.6,6,29.9,29.8,29.6,Feb,2004
6,6,6/01/2021,Elche,54,47.6,39,37,31.3,25,70,54.2,37,10,6.4,1,29.8,29.8,29.7,Jan,2021
9,9,9/02/2018,Elche,57,47.6,39,34,28.6,23,65,49.8,29,17,9.1,1,30,29.9,29.9,Feb,2018
15,15,15/01/2009,Elche,57,47.7,39,45,29.7,0,93,60.6,41,14,7.6,0,29.9,29.9,29.8,Jan,2009
5,5,5/01/2019,Elche,59,47.7,39,43,37.4,28,93,70.7,42,12,5.9,0,30.4,30.3,30.2,Jan,2019
17,17,17/01/2002,Elche,59,47.8,39,46,33.6,0,87,68.6,42,10,6.1,3,30.2,30.1,30,Jan,2002
27,27,27/11/2005,Elche,59,47.8,39,30,26.6,18,70,46.5,21,21,10,1,29.7,29.6,29.5,Nov,2005
21,21,21/01/2015,Elche,57,47.9,39,36,32.8,30,75,56.9,38,20,11.3,0,29.7,29.6,29.6,Jan,2015
21,21,21/01/2002,Elche,59,47.9,39,50,43.1,36,93,84.2,59,8,4.9,1,30.3,30.1,30,Jan,2002
19,19,19/12/2011,Elche,57,48,39,34,22.5,0,65,48.6,28,10,5.2,0,30.2,30.1,30.1,Dec,2011
3,3,3/02/2018,Elche,57,48,39,32,29.2,28,70,50,33,22,14.3,5,29.9,29.8,29.8,Feb,2018
5,5,5/01/2009,Elche,59,48,39,45,41.7,36,93,79.8,51,12,4.4,0,29.9,29.9,29.8,Jan,2009
12,12,12/01/2009,Elche,59,48.2,39,43,36.4,0,87,67.4,42,12,4.8,0,30.2,30.1,30.1,Jan,2009
30,30,30/12/2004,Elche,57,48.3,39,41,22.3,0,71,51.7,33,20,7.2,1,30.3,30.3,30.2,Dec,2004
31,31,31/12/2007,Elche,59,48.3,39,43,31.3,0,87,65.7,39,10,4.7,0,30.1,30.1,30.1,Dec,2007
2,2,2/12/2012,Elche,59,48.4,39,36,23.7,0,75,48.7,27,18,9.6,2,30.1,30,29.8,Dec,2012
29,29,29/01/2008,Elche,61,48.4,39,46,38.9,0,87,72.9,44,6,3.3,0,30.2,30.2,30.1,Jan,2008
9,9,9/03/2010,Elche,57,48.5,39,39,28.8,0,87,51.5,33,12,5.8,0,29.7,29.6,29.4,Mar,2010
17,17,17/02/2012,Elche,57,48.5,39,46,40.4,34,87,73.8,47,13,5.3,0,30.1,30.1,30.1,Feb,2012
8,8,8/02/2006,Elche,64,48.5,39,46,39.5,28,87,72.8,43,12,6.8,0,30.1,29.9,29.8,Feb,2006
13,13,13/12/2005,Elche,57,48.6,39,36,26.9,0,66,52.9,33,9,3.7,0,30.1,30,30,Dec,2005
7,7,7/01/2020,Elche,61,48.6,39,50,43.9,37,100,85.3,59,7,3.2,0,30.3,30.3,30.2,Jan,2020
7,7,7/02/2004,Elche,57,48.7,39,48,44,37,100,84.9,63,7,3.4,0,30.3,29.6,0,Feb,2004
19,19,19/01/2021,Elche,59,48.7,39,50,43.9,37,100,84.5,59,8,6.1,3,30.2,30.1,30,Jan,2021
14,14,14/01/2005,Elche,61,48.7,39,48,42,36,93,78.6,51,8,3.4,1,30.3,30.2,30.1,Jan,2005
9,9,9/01/2017,Elche,61,48.7,39,45,39.7,34,87,71.8,51,8,3.8,1,30.2,30.1,30.1,Jan,2017
15,15,15/12/2005,Elche,57,48.8,39,43,37.2,0,81,66.4,48,10,5,1,30,30,29.9,Dec,2005
1,1,1/03/2013,Elche,57,48.8,39,41,38.9,36,93,70.9,48,16,9,1,29.9,29.7,29.6,Mar,2013
28,28,28/12/2004,Elche,55,48.9,39,30,20.8,0,52,35.1,23,25,14.1,2,30.1,30.1,30,Dec,2004
17,17,17/01/2017,Elche,55,49.1,39,45,35.2,27,82,58.9,47,24,14.1,6,29.9,29.9,29.8,Jan,2017
4,4,4/02/2005,Elche,57,49.1,39,45,40.1,37,93,72.7,51,8,4,0,30.2,30.1,30.1,Feb,2005
30,30,30/01/2011,Elche,59,49.1,39,41,37,34,87,64.1,42,13,6.1,1,29.8,29.7,29.7,Jan,2011
26,26,26/01/2012,Elche,59,49.1,39,50,45.2,39,100,87.2,63,7,2.9,0,29.9,29.9,29.9,Jan,2012
25,25,25/01/2018,Elche,59,49.1,39,52,45.5,37,100,88.1,72,8,4,0,30.1,30,29.8,Jan,2018
11,11,11/02/2004,Elche,61,49.1,39,41,30,0,87,61.7,36,10,5.5,1,30.2,30.1,30.1,Feb,2004
3,3,3/02/2011,Elche,63,49.1,39,39,29,0,87,55,27,9,4.5,0,30.3,30.2,30.1,Feb,2011
27,27,27/12/2008,Elche,55,49.2,39,43,37.4,34,81,64.5,54,14,5.8,1,29.9,29.8,29.8,Dec,2008
1,1,1/01/2020,Elche,59,49.2,39,50,44.4,37,100,84.5,63,8,4.9,2,30.4,30.3,30.3,Jan,2020
4,4,4/02/2013,Elche,63,49.2,39,39,26.7,0,71,46.2,25,12,6.7,1,30.3,30.2,30.2,Feb,2013
5,5,5/01/2020,Elche,63,49.2,39,46,41.5,37,93,76.8,48,10,4.1,0,30.3,30.2,30.2,Jan,2020
6,6,6/01/2006,Elche,57,49.3,39,43,36.4,34,82,62.5,41,8,3.9,0,29.8,29.7,29.6,Jan,2006
1,1,1/01/2005,Elche,61,49.3,39,46,40.4,34,87,72.8,45,7,3.5,0,30.3,30.2,30.2,Jan,2005
31,31,31/12/2020,Elche,61,49.3,39,30,27.5,23,65,44.6,25,16,9.1,2,29.9,29.8,29.7,Dec,2020
22,22,22/01/2013,Elche,63,49.3,39,46,21.8,0,87,56.5,29,26,9.3,0,29.8,29.7,29.5,Jan,2013
30,30,30/11/2012,Elche,57,49.4,39,37,19.3,0,75,54.6,36,15,7.6,0,29.6,29.5,29.4,Nov,2012
9,9,9/01/2012,Elche,59,49.4,39,52,44.8,37,100,85,67,8,1.8,0,30.3,30.2,30.1,Jan,2012
17,17,17/02/2016,Elche,61,49.4,39,39,24.7,14,71,41.7,16,14,8.7,2,30.1,30,29.9,Feb,2016
1,1,1/12/2017,Elche,61,49.4,39,39,28.9,21,70,46.6,29,24,13.8,6,29.9,29.9,29.7,Dec,2017
8,8,8/01/2013,Elche,64,49.4,39,46,31.1,0,87,59.5,30,8,3.7,0,30.2,30.1,30.1,Jan,2013
16,16,16/12/2007,Elche,57,49.5,39,37,28,0,70,55.9,36,16,9,3,30.1,30,29.9,Dec,2007
16,16,16/11/2007,Elche,59,49.5,39,36,24.5,0,70,43.5,14,15,5.7,0,30,29.9,29.8,Nov,2007
2,2,2/03/2006,Elche,63,49.5,39,46,37,0,87,66.3,34,12,6.2,0,29.9,29.8,29.8,Mar,2006
4,4,4/01/2013,Elche,63,49.5,39,48,41.1,37,93,74.9,45,12,6.5,1,30.5,30.5,30.4,Jan,2013
26,26,26/01/2017,Elche,57,49.6,39,46,39.7,32,82,68.5,51,10,5.3,1,29.9,29.9,29.8,Jan,2017
25,25,25/12/2003,Elche,59,49.6,39,43,37.8,34,87,65.5,48,7,3.9,0,30.3,30.2,30.2,Dec,2003
29,29,29/11/2005,Elche,59,49.6,39,39,33.2,0,76,57.8,41,9,4.6,0,29.7,29.6,29.6,Nov,2005
31,31,31/01/2008,Elche,59,49.6,39,46,42.4,36,87,76.7,51,9,3.6,0,30.2,30.2,30.1,Jan,2008
25,25,25/01/2012,Elche,59,49.6,39,50,45.5,37,100,86.8,67,6,1.2,0,30.1,30,29.9,Jan,2012
20,20,20/01/2012,Elche,61,49.6,39,46,41,36,87,74.1,48,9,3.3,0,30.4,30.3,30.2,Jan,2012
3,3,3/12/2020,Elche,61,49.7,39,37,29.8,27,66,48.3,27,13,7.7,3,29.9,29.7,29.6,Dec,2020
10,10,10/12/2012,Elche,63,49.7,39,39,30.9,0,93,61,31,13,7,0,30.1,29.9,29.9,Dec,2012
31,31,31/12/2021,Elche,63,49.7,39,52,46.1,39,100,88.3,59,7,2.7,0,30.2,30.1,30.1,Dec,2021
18,18,18/02/2004,Elche,57,49.8,39,41,37.1,34,81,63,44,8,5.4,2,30.1,29.9,29.8,Feb,2004
5,5,5/02/2004,Elche,63,49.8,39,48,43.5,37,93,80.2,55,6,2.4,0,30.5,30.4,30.4,Feb,2004
28,28,28/11/2008,Elche,63,49.8,39,30,23.8,0,70,44.3,20,20,10.8,0,29.7,29.6,29.5,Nov,2008
